Ontology	AnnotationPropertiesWithNoDescriptionMetric	AnnotationPropertiesWithNoNameMetric	AnnotationPropertiesWithNoSynonymMetric	ClassesWithNoDescriptionMetric	ClassesWithNoNameMetric	ClassesWithNoSynonymMetric	DataPropertiesWithNoDescriptionMetric	DataPropertiesWithNoNameMetric	DataPropertiesWithNoSynonymMetric	DescriptionsPerAnnotationPropertyMetric	DescriptionsPerClassMetric	DescriptionsPerDataPropertyMetric	DescriptionsPerObjectPropertyMetric	DescriptionsPerPropertyMetric	NamesPerAnnotationPropertyMetric	NamesPerClassMetric	NamesPerDataPropertyMetric	NamesPerObjectPropertyMetric	NamesPerPropertyMetric	NumberOfClassesMetric	ObjectPropertiesWithNoDescriptionMetric	ObjectPropertiesWithNoNameMetric	ObjectPropertiesWithNoSynonymMetric	SynonymsPerAnnotationPropertyMetric	SynonymsPerClassMetric	SynonymsPerDataPropertyMetric	SynonymsPerObjectPropertyMetric
"https://purl.org/cbam/cbamreport/1.0"	0.98	0.919	1	0.996	0	1	0.574	0.118	1	0.101	0.006	0.473	1.496	0.756	0.141	1.001	0.946	1.672	1	16035	0.406	0.029	1	0	0	0	0
