b,production_process,aggregated_goods_category,1,2,3,4,5,6,aggregated_goods_category_iri
P1,Bubble approach,Iron or steel products,Sintered Ore,Pig iron,Crude steel,,,,https://purl.org/cbam/cbam_goods#Iron_or_steel_products
